flare_id,active_region,start_time,peak_time,end_time,flare_class,peak_flux_wm2,integrated_flux_jm2,satellite,data_provenance
GOES_AR12057_201405120349,AR-12057,2014-05-12T03:49:00.000,2014-05-12T04:07:00.000,2014-05-12T04:34:00.000,Quiet,1e-09,1.8000000000000001e-06,SDO / GOES-15/16,"SDOBenchmark (Bolzern & Aerni, FHNW) / NOAA SWPC"
GOES_AR12056_201405140414,AR-12056,2014-05-14T04:14:01.000,2014-05-14T04:32:01.000,2014-05-14T04:59:01.000,C8.0,8e-06,0.0144,SDO / GOES-15/16,"SDOBenchmark (Bolzern & Aerni, FHNW) / NOAA SWPC"
GOES_AR12064_201405161902,AR-12064,2014-05-16T19:02:00.000,2014-05-16T19:20:00.000,2014-05-16T19:47:00.000,Quiet,1e-09,1.8000000000000001e-06,SDO / GOES-15/16,"SDOBenchmark (Bolzern & Aerni, FHNW) / NOAA SWPC"
GOES_AR12060_201405200738,AR-12060,2014-05-20T07:38:01.000,2014-05-20T07:56:01.000,2014-05-20T08:23:01.000,C2.2,2.2352941176470592e-06,0.004023529411764706,SDO / GOES-15/16,"SDOBenchmark (Bolzern & Aerni, FHNW) / NOAA SWPC"
GOES_AR12072_201405290550,AR-12072,2014-05-29T05:50:00.000,2014-05-29T06:08:00.000,2014-05-29T06:35:00.000,Quiet,1e-09,1.8000000000000001e-06,SDO / GOES-15/16,"SDOBenchmark (Bolzern & Aerni, FHNW) / NOAA SWPC"
GOES_AR12076_201405311913,AR-12076,2014-05-31T19:13:01.000,2014-05-31T19:31:01.000,2014-05-31T19:58:01.000,Quiet,7.058823529411766e-07,0.0012705882352941178,SDO / GOES-15/16,"SDOBenchmark (Bolzern & Aerni, FHNW) / NOAA SWPC"
GOES_AR12079_201406040525,AR-12079,2014-06-04T05:25:00.000,2014-06-04T05:43:00.000,2014-06-04T06:10:00.000,Quiet,1e-09,1.8000000000000001e-06,SDO / GOES-15/16,"SDOBenchmark (Bolzern & Aerni, FHNW) / NOAA SWPC"
GOES_AR12083_201406071750,AR-12083,2014-06-07T17:50:00.000,2014-06-07T18:08:00.000,2014-06-07T18:35:00.000,C3.5,3.5294117647058825e-06,0.006352941176470588,SDO / GOES-15/16,"SDOBenchmark (Bolzern & Aerni, FHNW) / NOAA SWPC"
GOES_AR12084_201406112216,AR-12084,2014-06-11T22:16:30.000,2014-06-11T22:34:30.000,2014-06-11T23:01:30.000,Quiet,1e-09,1.8000000000000001e-06,SDO / GOES-15/16,"SDOBenchmark (Bolzern & Aerni, FHNW) / NOAA SWPC"
GOES_AR12082_201406141752,AR-12082,2014-06-14T17:52:00.000,2014-06-14T18:10:00.000,2014-06-14T18:37:00.000,C2.9,2.9411764705882355e-06,0.005294117647058824,SDO / GOES-15/16,"SDOBenchmark (Bolzern & Aerni, FHNW) / NOAA SWPC"
GOES_AR12085_201406150113,AR-12085,2014-06-15T01:13:00.000,2014-06-15T01:31:00.000,2014-06-15T01:58:00.000,C2.8,2.8235294117647062e-06,0.005082352941176471,SDO / GOES-15/16,"SDOBenchmark (Bolzern & Aerni, FHNW) / NOAA SWPC"
GOES_AR12089_201406202137,AR-12089,2014-06-20T21:37:00.000,2014-06-20T21:55:00.000,2014-06-20T22:22:00.000,Quiet,1e-09,1.8000000000000001e-06,SDO / GOES-15/16,"SDOBenchmark (Bolzern & Aerni, FHNW) / NOAA SWPC"
GOES_AR12092_201406231038,AR-12092,2014-06-23T10:38:01.000,2014-06-23T10:56:01.000,2014-06-23T11:23:01.000,Quiet,4.941176470588235e-07,0.0008894117647058823,SDO / GOES-15/16,"SDOBenchmark (Bolzern & Aerni, FHNW) / NOAA SWPC"
GOES_AR12103_201406301750,AR-12103,2014-06-30T17:50:00.000,2014-06-30T18:08:00.000,2014-06-30T18:35:00.000,Quiet,1e-09,1.8000000000000001e-06,SDO / GOES-15/16,"SDOBenchmark (Bolzern & Aerni, FHNW) / NOAA SWPC"
GOES_AR12106_201407011750,AR-12106,2014-07-01T17:50:00.000,2014-07-01T18:08:00.000,2014-07-01T18:35:00.000,M1.6,1.6470588235294116e-05,0.02964705882352941,SDO / GOES-15/16,"SDOBenchmark (Bolzern & Aerni, FHNW) / NOAA SWPC"
GOES_AR12105_201407020655,AR-12105,2014-07-02T06:55:19.000,2014-07-02T07:13:19.000,2014-07-02T07:40:19.000,Quiet,1e-09,1.8000000000000001e-06,SDO / GOES-15/16,"SDOBenchmark (Bolzern & Aerni, FHNW) / NOAA SWPC"
GOES_AR12097_201407030921,AR-12097,2014-07-03T09:21:59.000,2014-07-03T09:39:59.000,2014-07-03T10:06:59.000,Quiet,1e-09,1.8000000000000001e-06,SDO / GOES-15/16,"SDOBenchmark (Bolzern & Aerni, FHNW) / NOAA SWPC"
GOES_AR12109_201407131453,AR-12109,2014-07-13T14:53:01.000,2014-07-13T15:11:01.000,2014-07-13T15:38:01.000,C7.5,7.529411764705882e-06,0.013552941176470587,SDO / GOES-15/16,"SDOBenchmark (Bolzern & Aerni, FHNW) / NOAA SWPC"
GOES_AR12125_201407281750,AR-12125,2014-07-28T17:50:00.000,2014-07-28T18:08:00.000,2014-07-28T18:35:00.000,C1.4,1.4117647058823531e-06,0.0025411764705882355,SDO / GOES-15/16,"SDOBenchmark (Bolzern & Aerni, FHNW) / NOAA SWPC"
GOES_AR12127_201407301138,AR-12127,2014-07-30T11:38:01.000,2014-07-30T11:56:01.000,2014-07-30T12:23:01.000,C2.2,2.2352941176470592e-06,0.004023529411764706,SDO / GOES-15/16,"SDOBenchmark (Bolzern & Aerni, FHNW) / NOAA SWPC"
GOES_AR12121_201407310457,AR-12121,2014-07-31T04:57:00.000,2014-07-31T05:15:00.000,2014-07-31T05:42:00.000,Quiet,1e-09,1.8000000000000001e-06,SDO / GOES-15/16,"SDOBenchmark (Bolzern & Aerni, FHNW) / NOAA SWPC"
GOES_AR12121_201408031413,AR-12121,2014-08-03T14:13:33.000,2014-08-03T14:31:33.000,2014-08-03T14:58:33.000,Quiet,1e-09,1.8000000000000001e-06,SDO / GOES-15/16,"SDOBenchmark (Bolzern & Aerni, FHNW) / NOAA SWPC"
GOES_AR12125_201408040549,AR-12125,2014-08-04T05:49:59.000,2014-08-04T06:07:59.000,2014-08-04T06:34:59.000,Quiet,1e-09,1.8000000000000001e-06,SDO / GOES-15/16,"SDOBenchmark (Bolzern & Aerni, FHNW) / NOAA SWPC"
GOES_AR12132_201408050448,AR-12132,2014-08-05T04:48:01.000,2014-08-05T05:06:01.000,2014-08-05T05:33:01.000,C1.2,1.152941176470588e-06,0.0020752941176470584,SDO / GOES-15/16,"SDOBenchmark (Bolzern & Aerni, FHNW) / NOAA SWPC"
GOES_AR12126_201408050550,AR-12126,2014-08-05T05:50:00.000,2014-08-05T06:08:00.000,2014-08-05T06:35:00.000,C4.0,4e-06,0.0072,SDO / GOES-15/16,"SDOBenchmark (Bolzern & Aerni, FHNW) / NOAA SWPC"
GOES_AR12132_201408052008,AR-12132,2014-08-05T20:08:01.000,2014-08-05T20:26:01.000,2014-08-05T20:53:01.000,C2.6,2.588235294117648e-06,0.0046588235294117665,SDO / GOES-15/16,"SDOBenchmark (Bolzern & Aerni, FHNW) / NOAA SWPC"
GOES_AR12132_201408070217,AR-12132,2014-08-07T02:17:00.000,2014-08-07T02:35:00.000,2014-08-07T03:02:00.000,C2.9,2.9411764705882355e-06,0.005294117647058824,SDO / GOES-15/16,"SDOBenchmark (Bolzern & Aerni, FHNW) / NOAA SWPC"
GOES_AR12132_201408091854,AR-12132,2014-08-09T18:54:16.000,2014-08-09T19:12:16.000,2014-08-09T19:39:16.000,C1.2,1.1764705882352942e-06,0.0021176470588235297,SDO / GOES-15/16,"SDOBenchmark (Bolzern & Aerni, FHNW) / NOAA SWPC"
GOES_AR12130_201408100354,AR-12130,2014-08-10T03:54:07.000,2014-08-10T04:12:07.000,2014-08-10T04:39:07.000,Quiet,1e-09,1.8000000000000001e-06,SDO / GOES-15/16,"SDOBenchmark (Bolzern & Aerni, FHNW) / NOAA SWPC"
GOES_AR12135_201408120453,AR-12135,2014-08-12T04:53:20.000,2014-08-12T05:11:20.000,2014-08-12T05:38:20.000,Quiet,1e-09,1.8000000000000001e-06,SDO / GOES-15/16,"SDOBenchmark (Bolzern & Aerni, FHNW) / NOAA SWPC"
GOES_AR12139_201408151009,AR-12139,2014-08-15T10:09:00.000,2014-08-15T10:27:00.000,2014-08-15T10:54:00.000,Quiet,7.411764705882351e-07,0.0013341176470588233,SDO / GOES-15/16,"SDOBenchmark (Bolzern & Aerni, FHNW) / NOAA SWPC"
GOES_AR12143_201408161750,AR-12143,2014-08-16T17:50:00.000,2014-08-16T18:08:00.000,2014-08-16T18:35:00.000,Quiet,1e-09,1.8000000000000001e-06,SDO / GOES-15/16,"SDOBenchmark (Bolzern & Aerni, FHNW) / NOAA SWPC"
GOES_AR12150_201408271708,AR-12150,2014-08-27T17:08:00.000,2014-08-27T17:26:00.000,2014-08-27T17:53:00.000,Quiet,1e-09,1.8000000000000001e-06,SDO / GOES-15/16,"SDOBenchmark (Bolzern & Aerni, FHNW) / NOAA SWPC"
GOES_AR12154_201409061202,AR-12154,2014-09-06T12:02:34.000,2014-09-06T12:20:34.000,2014-09-06T12:47:34.000,Quiet,1e-09,1.8000000000000001e-06,SDO / GOES-15/16,"SDOBenchmark (Bolzern & Aerni, FHNW) / NOAA SWPC"
GOES_AR12164_201409180329,AR-12164,2014-09-18T03:29:01.000,2014-09-18T03:47:01.000,2014-09-18T04:14:01.000,C4.1,4.117647058823529e-06,0.007411764705882352,SDO / GOES-15/16,"SDOBenchmark (Bolzern & Aerni, FHNW) / NOAA SWPC"
GOES_AR12167_201409180851,AR-12167,2014-09-18T08:51:34.000,2014-09-18T09:09:34.000,2014-09-18T09:36:34.000,Quiet,1e-09,1.8000000000000001e-06,SDO / GOES-15/16,"SDOBenchmark (Bolzern & Aerni, FHNW) / NOAA SWPC"
GOES_AR12169_201409270455,AR-12169,2014-09-27T04:55:59.000,2014-09-27T05:13:59.000,2014-09-27T05:40:59.000,Quiet,1e-09,1.8000000000000001e-06,SDO / GOES-15/16,"SDOBenchmark (Bolzern & Aerni, FHNW) / NOAA SWPC"
GOES_AR12173_201409290909,AR-12173,2014-09-29T09:09:00.000,2014-09-29T09:27:00.000,2014-09-29T09:54:00.000,M1.2,1.1764705882352942e-05,0.021176470588235297,SDO / GOES-15/16,"SDOBenchmark (Bolzern & Aerni, FHNW) / NOAA SWPC"
GOES_AR12176_201410041531,AR-12176,2014-10-04T15:31:25.000,2014-10-04T15:49:25.000,2014-10-04T16:16:25.000,Quiet,1e-09,1.8000000000000001e-06,SDO / GOES-15/16,"SDOBenchmark (Bolzern & Aerni, FHNW) / NOAA SWPC"
GOES_AR12183_201410051750,AR-12183,2014-10-05T17:50:00.000,2014-10-05T18:08:00.000,2014-10-05T18:35:00.000,Quiet,1e-09,1.8000000000000001e-06,SDO / GOES-15/16,"SDOBenchmark (Bolzern & Aerni, FHNW) / NOAA SWPC"
GOES_AR12187_201410162035,AR-12187,2014-10-16T20:35:25.000,2014-10-16T20:53:25.000,2014-10-16T21:20:25.000,Quiet,1e-09,1.8000000000000001e-06,SDO / GOES-15/16,"SDOBenchmark (Bolzern & Aerni, FHNW) / NOAA SWPC"
GOES_AR12193_201410221703,AR-12193,2014-10-22T17:03:00.000,2014-10-22T17:21:00.000,2014-10-22T17:48:00.000,Quiet,1e-09,1.8000000000000001e-06,SDO / GOES-15/16,"SDOBenchmark (Bolzern & Aerni, FHNW) / NOAA SWPC"
GOES_AR12196_201410280554,AR-12196,2014-10-28T05:54:37.000,2014-10-28T06:12:37.000,2014-10-28T06:39:37.000,Quiet,1e-09,1.8000000000000001e-06,SDO / GOES-15/16,"SDOBenchmark (Bolzern & Aerni, FHNW) / NOAA SWPC"
GOES_AR12202_201411050947,AR-12202,2014-11-05T09:47:44.000,2014-11-05T10:05:44.000,2014-11-05T10:32:44.000,Quiet,1e-09,1.8000000000000001e-06,SDO / GOES-15/16,"SDOBenchmark (Bolzern & Aerni, FHNW) / NOAA SWPC"
GOES_AR12207_201411131750,AR-12207,2014-11-13T17:50:00.000,2014-11-13T18:08:00.000,2014-11-13T18:35:00.000,Quiet,1e-09,1.8000000000000001e-06,SDO / GOES-15/16,"SDOBenchmark (Bolzern & Aerni, FHNW) / NOAA SWPC"
GOES_AR12205_201411142058,AR-12205,2014-11-14T20:58:01.000,2014-11-14T21:16:01.000,2014-11-14T21:43:01.000,C3.6,3.647058823529412e-06,0.006564705882352942,SDO / GOES-15/16,"SDOBenchmark (Bolzern & Aerni, FHNW) / NOAA SWPC"
GOES_AR12209_201411210146,AR-12209,2014-11-21T01:46:01.000,2014-11-21T02:04:01.000,2014-11-21T02:31:01.000,C2.9,2.9411764705882355e-06,0.005294117647058824,SDO / GOES-15/16,"SDOBenchmark (Bolzern & Aerni, FHNW) / NOAA SWPC"
GOES_AR12214_201411231707,AR-12214,2014-11-23T17:07:08.000,2014-11-23T17:25:08.000,2014-11-23T17:52:08.000,Quiet,1e-09,1.8000000000000001e-06,SDO / GOES-15/16,"SDOBenchmark (Bolzern & Aerni, FHNW) / NOAA SWPC"
GOES_AR12219_201412040549,AR-12219,2014-12-04T05:49:59.000,2014-12-04T06:07:59.000,2014-12-04T06:34:59.000,Quiet,1e-09,1.8000000000000001e-06,SDO / GOES-15/16,"SDOBenchmark (Bolzern & Aerni, FHNW) / NOAA SWPC"
GOES_AR12225_201412041750,AR-12225,2014-12-04T17:50:00.000,2014-12-04T18:08:00.000,2014-12-04T18:35:00.000,Quiet,1e-09,1.8000000000000001e-06,SDO / GOES-15/16,"SDOBenchmark (Bolzern & Aerni, FHNW) / NOAA SWPC"
GOES_AR12231_201412100931,AR-12231,2014-12-10T09:31:00.000,2014-12-10T09:49:00.000,2014-12-10T10:16:00.000,Quiet,1e-09,1.8000000000000001e-06,SDO / GOES-15/16,"SDOBenchmark (Bolzern & Aerni, FHNW) / NOAA SWPC"
GOES_AR12236_201412152139,AR-12236,2014-12-15T21:39:18.000,2014-12-15T21:57:18.000,2014-12-15T22:24:18.000,Quiet,1e-09,1.8000000000000001e-06,SDO / GOES-15/16,"SDOBenchmark (Bolzern & Aerni, FHNW) / NOAA SWPC"
GOES_AR12241_201412260827,AR-12241,2014-12-26T08:27:00.000,2014-12-26T08:45:00.000,2014-12-26T09:12:00.000,Quiet,1e-09,1.8000000000000001e-06,SDO / GOES-15/16,"SDOBenchmark (Bolzern & Aerni, FHNW) / NOAA SWPC"
GOES_AR12247_201412261154,AR-12247,2014-12-26T11:54:22.000,2014-12-26T12:12:22.000,2014-12-26T12:39:22.000,Quiet,1e-09,1.8000000000000001e-06,SDO / GOES-15/16,"SDOBenchmark (Bolzern & Aerni, FHNW) / NOAA SWPC"
GOES_AR12248_201412272055,AR-12248,2014-12-27T20:55:01.000,2014-12-27T21:13:01.000,2014-12-27T21:40:01.000,C1.5,1.5294117647058826e-06,0.0027529411764705886,SDO / GOES-15/16,"SDOBenchmark (Bolzern & Aerni, FHNW) / NOAA SWPC"
GOES_AR12253_201501011750,AR-12253,2015-01-01T17:50:00.000,2015-01-01T18:08:00.000,2015-01-01T18:35:00.000,C2.5,2.4705882352941173e-06,0.004447058823529411,SDO / GOES-15/16,"SDOBenchmark (Bolzern & Aerni, FHNW) / NOAA SWPC"
GOES_AR12254_201501021750,AR-12254,2015-01-02T17:50:00.000,2015-01-02T18:08:00.000,2015-01-02T18:35:00.000,Quiet,1e-09,1.8000000000000001e-06,SDO / GOES-15/16,"SDOBenchmark (Bolzern & Aerni, FHNW) / NOAA SWPC"
GOES_AR12259_201501150016,AR-12259,2015-01-15T00:16:01.000,2015-01-15T00:34:01.000,2015-01-15T01:01:01.000,C2.7,2.705882352941177e-06,0.004870588235294119,SDO / GOES-15/16,"SDOBenchmark (Bolzern & Aerni, FHNW) / NOAA SWPC"
GOES_AR12265_201501211040,AR-12265,2015-01-21T10:40:26.000,2015-01-21T10:58:26.000,2015-01-21T11:25:26.000,Quiet,1e-09,1.8000000000000001e-06,SDO / GOES-15/16,"SDOBenchmark (Bolzern & Aerni, FHNW) / NOAA SWPC"
GOES_AR12277_201502030121,AR-12277,2015-02-03T01:21:22.000,2015-02-03T01:39:22.000,2015-02-03T02:06:22.000,C1.2,1.1764705882352942e-06,0.0021176470588235297,SDO / GOES-15/16,"SDOBenchmark (Bolzern & Aerni, FHNW) / NOAA SWPC"
GOES_AR12272_201502030319,AR-12272,2015-02-03T03:19:17.000,2015-02-03T03:37:17.000,2015-02-03T04:04:17.000,Quiet,1e-09,1.8000000000000001e-06,SDO / GOES-15/16,"SDOBenchmark (Bolzern & Aerni, FHNW) / NOAA SWPC"
GOES_AR12290_201502241544,AR-12290,2015-02-24T15:44:00.000,2015-02-24T16:02:00.000,2015-02-24T16:29:00.000,Quiet,1e-09,1.8000000000000001e-06,SDO / GOES-15/16,"SDOBenchmark (Bolzern & Aerni, FHNW) / NOAA SWPC"
GOES_AR12290_201503011103,AR-12290,2015-03-01T11:03:01.000,2015-03-01T11:21:01.000,2015-03-01T11:48:01.000,C4.4,4.352941176470588e-06,0.007835294117647058,SDO / GOES-15/16,"SDOBenchmark (Bolzern & Aerni, FHNW) / NOAA SWPC"
GOES_AR12292_201503041629,AR-12292,2015-03-04T16:29:01.000,2015-03-04T16:47:01.000,2015-03-04T17:14:01.000,C3.3,3.294117647058824e-06,0.005929411764705884,SDO / GOES-15/16,"SDOBenchmark (Bolzern & Aerni, FHNW) / NOAA SWPC"
GOES_AR12297_201503090447,AR-12297,2015-03-09T04:47:59.000,2015-03-09T05:05:59.000,2015-03-09T05:32:59.000,C1.3,1.2941176470588237e-06,0.002329411764705883,SDO / GOES-15/16,"SDOBenchmark (Bolzern & Aerni, FHNW) / NOAA SWPC"
GOES_AR12298_201503150549,AR-12298,2015-03-15T05:49:59.000,2015-03-15T06:07:59.000,2015-03-15T06:34:59.000,Quiet,1e-09,1.8000000000000001e-06,SDO / GOES-15/16,"SDOBenchmark (Bolzern & Aerni, FHNW) / NOAA SWPC"
GOES_AR12297_201503151041,AR-12297,2015-03-15T10:41:25.000,2015-03-15T10:59:25.000,2015-03-15T11:26:25.000,M1.1,1.0705882352941176e-05,0.019270588235294116,SDO / GOES-15/16,"SDOBenchmark (Bolzern & Aerni, FHNW) / NOAA SWPC"
GOES_AR12303_201503291913,AR-12303,2015-03-29T19:13:01.000,2015-03-29T19:31:01.000,2015-03-29T19:58:01.000,C3.2,3.1764705882352943e-06,0.0057176470588235296,SDO / GOES-15/16,"SDOBenchmark (Bolzern & Aerni, FHNW) / NOAA SWPC"
GOES_AR12316_201504011810,AR-12316,2015-04-01T18:10:00.000,2015-04-01T18:28:00.000,2015-04-01T18:55:00.000,Quiet,1e-09,1.8000000000000001e-06,SDO / GOES-15/16,"SDOBenchmark (Bolzern & Aerni, FHNW) / NOAA SWPC"
GOES_AR12320_201504080557,AR-12320,2015-04-08T05:57:01.000,2015-04-08T06:15:01.000,2015-04-08T06:42:01.000,C1.2,1.1764705882352942e-06,0.0021176470588235297,SDO / GOES-15/16,"SDOBenchmark (Bolzern & Aerni, FHNW) / NOAA SWPC"
GOES_AR12318_201504080824,AR-12318,2015-04-08T08:24:00.000,2015-04-08T08:42:00.000,2015-04-08T09:09:00.000,C1.0,1.011764705882353e-06,0.0018211764705882354,SDO / GOES-15/16,"SDOBenchmark (Bolzern & Aerni, FHNW) / NOAA SWPC"
GOES_AR12322_201504180521,AR-12322,2015-04-18T05:21:43.000,2015-04-18T05:39:43.000,2015-04-18T06:06:43.000,Quiet,1e-09,1.8000000000000001e-06,SDO / GOES-15/16,"SDOBenchmark (Bolzern & Aerni, FHNW) / NOAA SWPC"
GOES_AR12324_201504181119,AR-12324,2015-04-18T11:19:31.000,2015-04-18T11:37:31.000,2015-04-18T12:04:31.000,C1.4,1.4117647058823531e-06,0.0025411764705882355,SDO / GOES-15/16,"SDOBenchmark (Bolzern & Aerni, FHNW) / NOAA SWPC"
GOES_AR12326_201504181750,AR-12326,2015-04-18T17:50:00.000,2015-04-18T18:08:00.000,2015-04-18T18:35:00.000,Quiet,1e-09,1.8000000000000001e-06,SDO / GOES-15/16,"SDOBenchmark (Bolzern & Aerni, FHNW) / NOAA SWPC"
GOES_AR12324_201504200651,AR-12324,2015-04-20T06:51:47.000,2015-04-20T07:09:47.000,2015-04-20T07:36:47.000,C1.1,1.0941176470588237e-06,0.0019694117647058827,SDO / GOES-15/16,"SDOBenchmark (Bolzern & Aerni, FHNW) / NOAA SWPC"
GOES_AR12333_201504280707,AR-12333,2015-04-28T07:07:30.000,2015-04-28T07:25:30.000,2015-04-28T07:52:30.000,Quiet,1e-09,1.8000000000000001e-06,SDO / GOES-15/16,"SDOBenchmark (Bolzern & Aerni, FHNW) / NOAA SWPC"
GOES_AR12337_201505070252,AR-12337,2015-05-07T02:52:00.000,2015-05-07T03:10:00.000,2015-05-07T03:37:00.000,Quiet,1e-09,1.8000000000000001e-06,SDO / GOES-15/16,"SDOBenchmark (Bolzern & Aerni, FHNW) / NOAA SWPC"
GOES_AR12341_201505130511,AR-12341,2015-05-13T05:11:11.000,2015-05-13T05:29:11.000,2015-05-13T05:56:11.000,Quiet,1e-09,1.8000000000000001e-06,SDO / GOES-15/16,"SDOBenchmark (Bolzern & Aerni, FHNW) / NOAA SWPC"
GOES_AR12341_201505171400,AR-12341,2015-05-17T14:00:29.000,2015-05-17T14:18:29.000,2015-05-17T14:45:29.000,Quiet,1e-09,1.8000000000000001e-06,SDO / GOES-15/16,"SDOBenchmark (Bolzern & Aerni, FHNW) / NOAA SWPC"
GOES_AR12341_201505180242,AR-12341,2015-05-18T02:42:11.000,2015-05-18T03:00:11.000,2015-05-18T03:27:11.000,Quiet,1e-09,1.8000000000000001e-06,SDO / GOES-15/16,"SDOBenchmark (Bolzern & Aerni, FHNW) / NOAA SWPC"
GOES_AR12342_201505191649,AR-12342,2015-05-19T16:49:00.000,2015-05-19T17:07:00.000,2015-05-19T17:34:00.000,Quiet,7.882352941176471e-07,0.0014188235294117647,SDO / GOES-15/16,"SDOBenchmark (Bolzern & Aerni, FHNW) / NOAA SWPC"
GOES_AR12349_201505201750,AR-12349,2015-05-20T17:50:00.000,2015-05-20T18:08:00.000,2015-05-20T18:35:00.000,C1.9,1.8823529411764705e-06,0.0033882352941176468,SDO / GOES-15/16,"SDOBenchmark (Bolzern & Aerni, FHNW) / NOAA SWPC"
GOES_AR12346_201505231201,AR-12346,2015-05-23T12:01:00.000,2015-05-23T12:19:00.000,2015-05-23T12:46:00.000,Quiet,1e-09,1.8000000000000001e-06,SDO / GOES-15/16,"SDOBenchmark (Bolzern & Aerni, FHNW) / NOAA SWPC"
GOES_AR12353_201505241750,AR-12353,2015-05-24T17:50:00.000,2015-05-24T18:08:00.000,2015-05-24T18:35:00.000,Quiet,4.588235294117648e-07,0.0008258823529411766,SDO / GOES-15/16,"SDOBenchmark (Bolzern & Aerni, FHNW) / NOAA SWPC"
GOES_AR12349_201505250546,AR-12349,2015-05-25T05:46:00.000,2015-05-25T06:04:00.000,2015-05-25T06:31:00.000,Quiet,7.529411764705883e-07,0.001355294117647059,SDO / GOES-15/16,"SDOBenchmark (Bolzern & Aerni, FHNW) / NOAA SWPC"
GOES_AR12356_201506031812,AR-12356,2015-06-03T18:12:00.000,2015-06-03T18:30:00.000,2015-06-03T18:57:00.000,Quiet,1e-09,1.8000000000000001e-06,SDO / GOES-15/16,"SDOBenchmark (Bolzern & Aerni, FHNW) / NOAA SWPC"
GOES_AR12363_201506071750,AR-12363,2015-06-07T17:50:00.000,2015-06-07T18:08:00.000,2015-06-07T18:35:00.000,Quiet,1e-09,1.8000000000000001e-06,SDO / GOES-15/16,"SDOBenchmark (Bolzern & Aerni, FHNW) / NOAA SWPC"
GOES_AR12360_201506090943,AR-12360,2015-06-09T09:43:01.000,2015-06-09T10:01:01.000,2015-06-09T10:28:01.000,C6.8,6.8235294117647065e-06,0.012282352941176472,SDO / GOES-15/16,"SDOBenchmark (Bolzern & Aerni, FHNW) / NOAA SWPC"
GOES_AR12360_201506110833,AR-12360,2015-06-11T08:33:01.000,2015-06-11T08:51:01.000,2015-06-11T09:18:01.000,C5.4,5.411764705882353e-06,0.009741176470588236,SDO / GOES-15/16,"SDOBenchmark (Bolzern & Aerni, FHNW) / NOAA SWPC"
GOES_AR12370_201506161750,AR-12370,2015-06-16T17:50:00.000,2015-06-16T18:08:00.000,2015-06-16T18:35:00.000,Quiet,1e-09,1.8000000000000001e-06,SDO / GOES-15/16,"SDOBenchmark (Bolzern & Aerni, FHNW) / NOAA SWPC"
GOES_AR12367_201506180411,AR-12367,2015-06-18T04:11:12.000,2015-06-18T04:29:12.000,2015-06-18T04:56:12.000,C1.9,1.8823529411764705e-06,0.0033882352941176468,SDO / GOES-15/16,"SDOBenchmark (Bolzern & Aerni, FHNW) / NOAA SWPC"
GOES_AR12371_201506210824,AR-12371,2015-06-21T08:24:01.000,2015-06-21T08:42:01.000,2015-06-21T09:09:01.000,M3.2,3.1764705882352945e-05,0.0571764705882353,SDO / GOES-15/16,"SDOBenchmark (Bolzern & Aerni, FHNW) / NOAA SWPC"
GOES_AR12371_201506230013,AR-12371,2015-06-23T00:13:01.000,2015-06-23T00:31:01.000,2015-06-23T00:58:01.000,M7.6,7.64705882352941e-05,0.13764705882352937,SDO / GOES-15/16,"SDOBenchmark (Bolzern & Aerni, FHNW) / NOAA SWPC"
GOES_AR12381_201507061750,AR-12381,2015-07-06T17:50:00.000,2015-07-06T18:08:00.000,2015-07-06T18:35:00.000,M1.2,1.1764705882352942e-05,0.021176470588235297,SDO / GOES-15/16,"SDOBenchmark (Bolzern & Aerni, FHNW) / NOAA SWPC"
GOES_AR12379_201507101350,AR-12379,2015-07-10T13:50:38.000,2015-07-10T14:08:38.000,2015-07-10T14:35:38.000,Quiet,1e-09,1.8000000000000001e-06,SDO / GOES-15/16,"SDOBenchmark (Bolzern & Aerni, FHNW) / NOAA SWPC"
GOES_AR12385_201507130510,AR-12385,2015-07-13T05:10:56.000,2015-07-13T05:28:56.000,2015-07-13T05:55:56.000,Quiet,8.117647058823529e-07,0.0014611764705882353,SDO / GOES-15/16,"SDOBenchmark (Bolzern & Aerni, FHNW) / NOAA SWPC"
GOES_AR12386_201507160538,AR-12386,2015-07-16T05:38:00.000,2015-07-16T05:56:00.000,2015-07-16T06:23:00.000,Quiet,1e-09,1.8000000000000001e-06,SDO / GOES-15/16,"SDOBenchmark (Bolzern & Aerni, FHNW) / NOAA SWPC"
GOES_AR12387_201507231810,AR-12387,2015-07-23T18:10:00.000,2015-07-23T18:28:00.000,2015-07-23T18:55:00.000,Quiet,1e-09,1.8000000000000001e-06,SDO / GOES-15/16,"SDOBenchmark (Bolzern & Aerni, FHNW) / NOAA SWPC"
GOES_AR12391_201508040524,AR-12391,2015-08-04T05:24:00.000,2015-08-04T05:42:00.000,2015-08-04T06:09:00.000,Quiet,6.352941176470589e-07,0.001143529411764706,SDO / GOES-15/16,"SDOBenchmark (Bolzern & Aerni, FHNW) / NOAA SWPC"
GOES_AR12394_201508090009,AR-12394,2015-08-09T00:09:00.000,2015-08-09T00:27:00.000,2015-08-09T00:54:00.000,Quiet,8.823529411764706e-07,0.001588235294117647,SDO / GOES-15/16,"SDOBenchmark (Bolzern & Aerni, FHNW) / NOAA SWPC"
GOES_AR12396_201508112044,AR-12396,2015-08-11T20:44:01.000,2015-08-11T21:02:01.000,2015-08-11T21:29:01.000,Quiet,7.76470588235294e-07,0.0013976470588235293,SDO / GOES-15/16,"SDOBenchmark (Bolzern & Aerni, FHNW) / NOAA SWPC"
